model_family,fourier_mode,regime,split,auc_mean,auc_std,acc_mean,acc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,loss_mean,loss_std
mobilenet,frequency_3,finetune,test_d,0.5451528447775129,0.008881677250741916,0.5228137864323127,0.008477026500433391,0.5004305419133747,0.031363001846894695,0.6261927938753274,0.011209055168866193,0.4188221764339451,0.047404259201786925,0.6626427153939332,0.05080454023568365,2.268248342289456,0.7208905491042342
mobilenet,frequency_3,finetune,val,0.7760314068327846,0.002792062262214899,0.6855682905478309,0.00309793782986398,0.6953262025642986,0.006720360697390437,0.8287838571132303,0.009253068327603838,0.5991209986180648,0.01414938290113558,0.8147424721991842,0.016037889298236394,1.0189974623112668,0.2720968060644487
mobilenet,magnitude,finetune,test,0.7177336236244068,0.00555932233170351,0.6591666804069317,0.004186574830746304,0.6717951021812754,0.007803830701430657,0.750149632560675,0.005359014944877641,0.6084546456466529,0.01478689594363118,0.7273549650782196,0.013287847189322905,1.3859935623810222,0.31485941941623014
mobilenet,magnitude,finetune,test_d,0.5420200510666617,0.002785882163253375,0.526455506273805,0.004655190433927315,0.5316321738707742,0.020126297089165364,0.6141859009851295,0.005302158098497318,0.4696650534285303,0.03390267362864835,0.602816937707791,0.03617308334898276,2.699940103591222,0.6630894452912923
mobilenet,magnitude,finetune,val,0.7803737892577822,0.004679050494919841,0.691102922714657,0.005004994572482349,0.7063987071932584,0.005699477479294131,0.8202925301100008,0.0072007455128837335,0.6203484288983032,0.008810242537599194,0.7968280834786141,0.010973722378411767,1.0554513427752352,0.18832516044776515
mobilenet,none,finetune,test,0.8470416235055387,0.0023915845655033325,0.7424139996812259,0.0031250643213298363,0.7379641347839151,0.004564357290976001,0.8856858230116028,0.005724645324405108,0.6325420480138003,0.008169215015595317,0.8901497384088038,0.007217853893959084,1.253776355401596,0.03123456390668059
mobilenet,none,finetune,test_d,0.6700045325768178,0.005177893837581418,0.6176139205372994,0.002226397855061285,0.6162257305483662,0.007702721326864275,0.7260200805416489,0.007089551510898336,0.5355292539172936,0.015014479822177356,0.7279863921032963,0.016836142759542903,2.1447708048337875,0.09866631263617447
mobilenet,none,finetune,val,0.9589058936063424,0.0015469157089445964,0.8962711128302219,0.002419271797505238,0.9101834251820833,0.0023836352729068658,0.9455593162943663,0.0033771208068972087,0.877390634557441,0.005965160213412287,0.9244833364364178,0.005310296529141201,0.42521223827749244,0.012336246372524983
mobilenet,phase,finetune,test,0.6286764416901832,0.0046745407686601785,0.5545065321219915,0.0075958982755900874,0.4811633679827434,0.023963253168729506,0.7243369447298751,0.010961031272399568,0.36104844506205375,0.02927826730261653,0.8146336434627972,0.023579411238833083,1.1477155263279477,0.1636046964196189
mobilenet,phase,finetune,test_d,0.523436569869361,0.0034576674414552523,0.5001071740671734,0.005140979237379365,0.48347309062666166,0.017319772976274312,0.5931634623366581,0.002773482696951857,0.4084853131438976,0.024507544985223593,0.6233035231050745,0.022049072230605,1.7124454089528527,0.2753353358389327
mobilenet,phase,finetune,val,0.7001885989118423,0.0037601255701839964,0.6213717147452209,0.004452413083446492,0.6066552750493054,0.012231144871796312,0.8035909739663112,0.017028466913736058,0.48782990870166054,0.02117605297000488,0.8209170460892674,0.026417050341659885,1.011109268205709,0.1572428603233533
resnet,complex,finetune,test,0.6992201415813636,0.03477770855215379,0.641549462206027,0.0235634727328546,0.7001702213449476,0.036523620497303365,0.671435007988142,0.012443886031884647,0.736048684651876,0.08580693561753588,0.5144841627793098,0.07208890955427977,1.3344507783604782,0.42942177653751273
resnet,complex,finetune,test_d,0.5436109046516868,0.009493652657855114,0.5428031239866554,0.009913224496497043,0.5975875844069958,0.030660795753403143,0.6031127666403594,0.007648198143774758,0.595432459629115,0.06512786724491125,0.47203680317517593,0.06898577104427907,4.001337260754227,1.3469197699197366
resnet,complex,finetune,val,0.7780154338157541,0.005271523720245136,0.6994632302545416,0.006610199400727408,0.7469974022424951,0.013585583628785333,0.7535342032713381,0.014200882915845111,0.7420810584264063,0.040127213513029565,0.6357813848783873,0.04672648775908013,1.0725056831390505,0.2983712281551506
resnet,concat,finetune,test,0.8716711328660527,0.011399092213236147,0.7657405728041683,0.018963461155288578,0.7663443060911472,0.024334095153911214,0.8935287598391541,0.003794505395029737,0.6715012698260578,0.036201462023185464,0.8924563799902063,0.00602063522293213,1.2404138167085716,0.25741512538304795
